"This makes me really, really happy. @1776 #techforgood

https://t.co/LQ9slpBvlk"	0
@HillaryClinton We Love You &amp; Stand By You Bob &amp; Linda Nihill You Will Win ! Mr Trump is Dangerous to World Safety He Must NOT Be President	0
The always perfect, #KateMcKinnon . This has been a rough week, thank you for the message of solidarity #HopeLives https://t.co/uyCMPccjKM	0
@igorvolsky Add DFW. 50 detained, 1 released so far.	1
Log into your MyVanilla Reloadable Prepaid Debit Card https://t.co/FKhCINVSKf https://t.co/flofuZxsiq	0
@KTHeaney 'it is not clear how many clowns were in the vehicle' 👌🏻	0
"""I told people I have a twin online"" #ShitPhilSays"	0
@realDonaldTrump &amp; @POTUS Don't stop welcoming refugees! Resettlement demonstrates the best of our values #RefugeesWelcome	1
. @joshuahalling hasn't seen Beetle Juice and doesn't think he needs to. Someone please call him out for how ridiculous this is🙄	0
.@Kamiklazi @mrsdellanna @nytimes The common Trumpkins are very quiet now. They do not support Trumpov openly. They must ❤️ him in secret.	0
@RawStory @MichaelGrande4 Somehow this is Obama's fault.	0
"my #cartoon &amp; #blog about the #recount effort
#politics #JillStein #Hillary #Trump #news #illustration #humor… https://t.co/AQ7JC4j2w2"	0
"Chakrabarti's clearly never canvassed for Labour..
Chakrabarti pledges to end 'authoritarian arms race' - UK prisons
https://t.co/EGjbX9FXmz"	0
.@tonya_muro asks: What if EVERY student could have a meaningful international exchange experience as part of their education? #GlobalEdCon	0
Read the powerfully defiant message that San Francisco's government sent to Donald Trump https://t.co/LNAcq1R7Ah via @fusion	1
@interwarcrime Historical perspectives, especially, add to the weight of evidence on the destructive impact of isolation	0
#Bratislava 'café' discussing system of #politics in #Slovakia via old &amp; new #social #democracy ... Slovaks struggl… https://t.co/VI6XwGQMUC	0
Which makes no sense as they can't use federal funds for abortion. He's stopping, cancer screening, and other healt… https://t.co/NWXTrkovOU	0
Quality of French-immersion teachers questioned as demand soars in Canada /via @globeandmail https://t.co/nTkor5gLyP	0
@politico @POLITICOMag learn how to respect others. She made HISTORY! But you say this?! DISGUSTING!	0
"Read our latest newsletter on Disaster Risk Management for Business Centres in IT Smart Millennium Cities #Gurugram 
https://t.co/H8hZir6t51"	0
Sugar industry paid scientists to downplay the health effects of #sugar and point the blame at #fat in the 1960s https://t.co/9aOJl7FChd	0
@juliadegregorio not to get philosophical, but horseback riding is a partnership. The beauty is how the horse and rider work together 😄🐴	0
The DNC only got Eva Longoria, Sarah Silverman and Paul Simon? Where are all the D-list reality stars and washed-up models? Sad!	0
A half-remembered magazine story about a philosopher obsessed with lamps inspired my new notebook prompt newsletter: https://t.co/h2o4gf8Efv	0
The funnies part about @IvankaTrump plagiarizing the First Lady, @MichelleObama is that @realDonaldTrump repeatedly criticizes @POTUS	0
I don't mind having a rational argument about politics.  Key word: rational.	0
@chefjoseandres &amp; #andyshallal &amp; #ADayWithoutImmigrants All job-creators are not created equal. Andres &amp; Shallal r real leaders! #ThinkUp	1
@CurtisAnton1 for me, Christianity isn't a religion. It's a relationship. God is my best friend	0
.@smithsonian may turn one side of National @AirAndSpace Museum into a wall of #solar panels. See rendering here: https://t.co/LR9KT8qjzr	0
"This inaugural speech, though, am I right? Inspiring. 

American carnage
Rusted out factories
Gangs, crime, a true… https://t.co/1ozvF502dG"	0
"SCAM is more of an audience than participant.
@MICAEDC  #committewars2"	0
I worked hard to become the person I am today &amp; I don't care how special you think you are..nobody stands in my way	0
We've got to get our joy back. It's not love to allow yourself to be buried &amp; fade away. #LoveWarrior @momastery https://t.co/hKcfb1dGpm	0
@fascits essential to human survival like protein and natural sugars? i guess all i can do is offer support &amp; resources, if she needs them.😿	0
Media reporting 'green light' for Hinckley Point tmrw. On balance I hope the reports are right. Would be huge Govt statement about nuclear.	0
"If 2day was ""Making America Work Again"" will ""Make America 1st Again"" Day B about Chelsea unpatriotically using epidurals 4 labor? #RNCInCLE"	0
@rebranded Pencil shavings!! Remember wall-mounted pencil sharpeners? They smelled so nice and cedary when you emptied them	0
Manspreading is the death of public transportation	0
Avizia is happy to see it's carts help #telehealth expand further across #Virginia to deliver care anywhere!… https://t.co/4AEzhFUOaJ	0
"""You want it? You go get it!"" https://t.co/gNbKsSb0WD"	0
He's one goofy fucking Idiot. What I mean is, the VP is just as fucking whackjob crazy as the @realDonaldTrump fake… https://t.co/R8doXWfhd7	1
@realDonaldTrump @potus good job giving ISIS all the free propaganda they could ask for. #MuslimBan #StopPresidentBannon	1
@graedrake me too! sinkholes! new fear! fuck if i knew what a sinkhole was before tonight! they are bad! stay inside! exclamation mark!	0
I live a life of favour https://t.co/4uqlPTAIIr	0
Dr Prabhakar @DARPA Replacing satellites in a day would change adversaries' calculus. (#Deterrence by denial, y'all) #DefOneSummit	0
.@Kyle_Lierman thanks for fighting for us all, even if VA &gt; MD always and forever ;-). #NoBanNoWall #OPE44Represent https://t.co/R4mmv29P1w	1
#cnn #donlemon All day, everyday the GOP propagates this fear ,, fear and hate!!weather it's the gay community,Muslims,Latinos.etc etc	1
@UDOTTRAFFIC please inform people who are in the carpool lane without a pass, or a passenger; they are stealing! #angry #RoadRules	0
Marc Kaplan discusses the importance of investing in #HumanCapital on @TDMag. https://t.co/vUmf345tAY	0
Final day of creative mtg locations from @CityHealthWorks Coaches. From Marisilis Tejeda: In my client's taxi cab!… https://t.co/0AeoD0fa1Z	0
I'm proud to be one of the authors of KM in Law Firms: Expertise in Action, published by Globe Law and Business: https://t.co/3WZfApgMud	0
Sometimes I get in this mood and I tend to push people away when all I really want is their attention	0
"So excited to offer ""Build Your Own Home"" consulting service. Interested? Let's talk. https://t.co/CINFsKA3uO"	0
#nobannowall #letthemin @ Philadelphia International Airport (PHL) https://t.co/LleAl53zTL	1
Appreciation is a wonderful thing; it makes what is excellent in others make us a gr8 team! https://t.co/C0IsGWGzsX	0
For Many Women, Adequate Pensions Are Still a Far Reach https://t.co/Yb2EBk158y #EqualityForAll #Tragedy	0
India's 1st Trans national nomination through France, capital complex Chandigarh, inscribed on UNESCO world heritage list @timesofindia	0
@IvankaTrump how brave of your father to speak to a janitor! And to hire a woman for non-sex work!	0
"@SenFeinstein Great! Also vote ""No"" on Devos and Trumps SCOTUS pick. #resist #stopsessions #StandUpToTrump"	0
@TheRickyDavila SHE IS GOLDIGING WHORE	0
Kakenya Ntaiya #Kenya #USOW #FreedomNetwork -I am here because of opportunity. Stop forced marriages, FGM, VAW https://t.co/U5kFM0OKuQ	0
@fderder @F10_accelerator : #Switzerland has excellent framwork conditions for #innovation but is poor with… https://t.co/B6jpEu9RFM	0
Downloading #PokemonGo! Yes, it's now available in Canada.	0
We're in Albany today to support the #SpeedyTrial bill! w/ @JustLeadersUSA @katalcenter @VOCALNewYork @LegalAidNYC https://t.co/HAVdFqfzWc	0
@realDonaldTrump and his team are pathetic. @POTUS' speech could move mountains. He forged hope for Americans.  https://t.co/czwsznB2AU	0
June 12 &amp; 13 (Waterview  stage).  Preforming at Disney Springs, 7 until  11. Also. June 16, 17, 19, 22, 23, 26, &amp;... https://t.co/xsBXhKHxmx	0
@CR @carlyhoilman They didn't lose, The people voted Hillary!	0
Like @HillaryClinton, @bvarredondo rises back up. This disabled, Mexican, Jewish woman isn’t afraid of Trump: https://t.co/qdFHuyek2F	1
Wow...brother can sang! Goosebumps at some points. 󾮟🏾 https://t.co/ye7xrfUQft	0
Our social girls are over 5 weeks old, just about ready to move outside to a coop. We'll build something big/secure! https://t.co/PkkMdmxrnl	0
"""A week after the IPO, the new company began using some of the almost $300 million it had raised to clear Mr. Trump’s personal debts."""	0
All 4 grandparents &amp; all 8 great-grandparents of mine were born in Australia. &amp; I married a double 2nd gen Aussie :… https://t.co/JEvdUoGM4F	1
Sesame haloumi bites with peach &amp; corn salad. #iquitsugar #8WP… https://t.co/ICbWSRzGPb	0
"I cut my hair because ""boys don't have long hair"" but fuck that. I'm gonna have some luscious, manly locks. And the world can deal with it."	0
7 people followed me and one person unfollowed me // automatically checked by https://t.co/1tVlqtoSHl	0
Rehousing parliament expensive w/ever it works from. Civil servants don't have to move. Wld reconnect govt w. people #yhldconf #yayyorkshire	0
@JeffFlake I am opposed to Jeff Sessions for AG - his civil rights record is appalling and he is not fit to be AG #stopsessions	0
Amazing art located at this link for really good prices! Proceeds benefit refugees https://t.co/MW7jZw2EMp	1
@eriatlo I do in fact. I also happen to know that martial law is illegal.	0
Donald Trump would've banned Muhammad Ali from the country for being Muslim. #uspoli #MakeDonaldDrumpfAgain	1
Amazing albatross story!  #expecting #wildbirds #nature https://t.co/kRgZ7NXmx7	0
@HillaryClinton Building a wall is a plan if you're opening an American Ninja Warrior gym, not running for president. #ImWithHer	1
Great teams of #Lawyers helping protect against #voter fraud and #votersuppression in… https://t.co/N5RccwLta0	0
@GlutenFreeGlen Gluten free bread tastes amazing, if you bin it and eat something else. #glutenfailbread	0
@patrickjbutler Can't believe people blame Shoesmith for 'cashing in' on PHD thesis/book trying 2 salvage sm'thing from heinous scapegoating	0
.@SteveDaines Constituent here. Montanans say NO to immigration ban. Take action to stop it NOW! #NoBanNoWall #ConstitutionalCrisis	1
"This. @BirthofaLawyer ""Meet them where they are"" is how I approach and tell my team to approach patients who are refusing interventions."	0
@realDonaldTrump u are a disgrace to this country #fucktrump	0
Proud to have been a part of @princetonian's 140th managing board. Excited 2 join 141 as head news editor. Thanks 4… https://t.co/Jos8VZ3jde	0
Get to work, #Raleigh! Resolvit seeks a #Cognos #Developer to collaborate w/ teams to gather BI requirements https://t.co/EwNGD3ptL5	0
@Battlefield Why is it now I log onto BF4 on PS4 it doesn't recognise all my expansion packs despite showing them in downloads? #BF4	0
"""What are you doing on your laptop right now?""
""Looking at stocks."""	0
As marketers, we are in the business of influencing people &amp; to do that, we need to understand why they take action… https://t.co/6OJ4Ukh0q0	0
Will $50 Oil Save BP Prudhoe Bay Royalty Trust?: Shares of BP Prudhoe Bay Royalty Trust (NYSE  BPT) have been... https://t.co/YiyQUFnHjw	0
Why does @davidcarlucci &amp; @IDC4NY want to put every civil servant's pension in jeopardy? @NYSAFLCIO @AFLCIO @NYSUT https://t.co/B4dYLPmrLi	0
@bretmichaels when are you returning to northern Michigan??	0
"""WAIT. HEY. YOU FOLLOW ME ON TWITTER. WE HAVE THE SAME NAME."" Not many people will willingly run… https://t.co/3bSHWzaASI"	0
THIS THING MAKES THE MOST SENSE OUT OF EVERYTHING ABOUT TRUMPS CAMPAIGN https://t.co/nftw3wsc9x	0
Leshole's dad won't pay rent when he got paid for a car,he'll buy  booz#SkeemSaam	0
"People Are Trolling Trump With ""Alternative Photos"" after He Shared Inaugtn Photo re crowd size. The Shrinking POTUS https://t.co/XxjknXBD8D"	0
I posted a new photo to Facebook https://t.co/W1xGBynoLS	0
Just watch it, America will be the loser in the end by denying climate change. They will become less competitive. T… https://t.co/DLx3MCCsQB	0
Virtual reality is changing how fans watch sports. Read about VR's impact today on SSO: https://t.co/IZufSJA8Ry	0
"A bit early in the morning for this, but it's going to be a hot one today. Here we go.

#cucumber #lime #refreshing  https://t.co/ZJUschZn6j"	0
Special holiday edition of The Hump this Friday w guest DJs @kim_anh @djsugashay. Hip hop till sunrise, RSVP at… https://t.co/u7syomdSIe	0
Divisiveness and xenophobia should not be the answer in times of crisis	0
Having fun Bowling with my family. https://t.co/ky79xSkxZd	0
Was at the olympic park for AC/DC it was sick https://t.co/hAI0MMHdMP	0
"THEY? ""they said it was the biggest standing ovation since P Manning had won the Super Bowl&amp;they said it was equal"" #trump"	0
@KenThackerey You're welcome Ken.	0
Three @ Salarpuria Sanctity https://t.co/GlYu8WlB0k	0
@ABeconomist speaking at #ASAC2016 in #yeg - 'The Boiling Frog Dilemma' @ASACcanada https://t.co/AnffggvxTZ	0
@mattgood @BBCWorld now he is criminally inadmissible to Canada.	1
Hillary for America’s official podcast: https://t.co/xdBX6UJP5s https://t.co/qEQos7MkZ3	0
@realDonaldTrump REMEMBER, promoting a behavior is an action. If you convince someone else to commit a crime, you are an accessory WTF	0
@MichaelLooneym @KathyNeeds @realDonaldTrump 45's own words tell me all I need to know. He has said NOTHING complimentary about this coutry	0
@Book_Worm_09 And targeting a specific person just like a fandom is bullying in and of itself.  I'm speechless by all the #hypocrisy	0
#orlando Homosexuality is part Of nature, hate between humans is unnatural. https://t.co/gTpW3QoDaO	0
To paraphrase the #Beatles, I guess we're #BackInTheUSSR. #resist #indivisible #WeThePeople	0
@jaketapper  President Obama made a prediction when he said knock on wood...#ScandalFree	0
@TorStarEditor Thank you, Michael Cook. These are darkest days since Watergate&amp;9/11. We need to stand w/ our neighbors &amp; speak truth.#resist	0
I wish this reminder had been given to people a day sooner... #realChristianity #LoveTrumpsHate https://t.co/opBAx9xwmV	0
. . . and they don’t know each other because they are often separated from each other.” –MLK	0
@POTUS Thank u 4 8 years of grace, wisdom, leadership. Much respect from a fellow pick-up baller. Cheers 2 you n yo… https://t.co/5d31qgXsQA	0
Here in America, everyone's rights are sacred. #letthelawyersin #letthefamiliesout	1
If you don't have at least two American flags on your pickup truck this Fourth of July, are you even American?	0
Trump is finished, but Trumpism is here to stay /via @globeandmail https://t.co/ecIQpQHvzX	0
#Immigrants Fight For Cert. In LA County Sheriff's- #ICE Detainment Suits https://t.co/qwkAVX9lAN @law360	1
Join us as we present the Cox/Davis Scholarship; the Cochran/Kent Scholarship, and the Jackson/Williams Scholarship… https://t.co/YHLxsLdIwV	0
I'm at the Women on Boards event run by Victoria Against Violence. #VICforWomen is a great initiative by the Vic Gov https://t.co/ehxxBg5j61	0
Find you a guy who texts you pics of puppies to keep you sane after a 16 hour day of reporting https://t.co/7v6Xl3JJov	0
McDonald's is buying $12,000 espresso machines for all its U.S. restaurants: https://t.co/UyZVC9u2wf via @MONEY	0
"People say ""the country is too PC"" are clearly racists that are offended that they can't call blk people the""N""word @CNN"	0
@GIFChaseH Yeah, yeah! Whatever gets me closer to my ❤️️, T. Cruiser!	0
Finally here and damn its gorgeous! #iphone7plus #apple https://t.co/yyaQz9ib0H	0
We’re Helping Deport Kids to Die https://t.co/RpYXZGk4qI	1
@ananavarro The damn emails are just no big deal! But neo-fascist pawn of Russia's dystopian vision of America destabilizes as Putin wants?	0
Good luck Alice!! Keep going... Love to you Chris and Charlie xx https://t.co/JSAgHXZ5TX	0
@fawadrehman God I hope not.This isn't a reality show.The other countries are already laughing at this joke of an election @realDonaldTrump	0
I thank my dog with #bellyrubs! Tweet your way of #DogThanking to help @purina support @CanineHealthFnd. https://t.co/6DKNHFA7sA	0
"@EricBoehlert ""If it's so important to the American people, I would go for [torture]."" How is this not the lede?"	0
I get back from @fetc and my students have been campaigning for the @emmakdoub Student Representative Election!… https://t.co/zNNqWoqGYu	0
@JGreenblattADL @WhiteHouse Plus gays, disabled, gypsies, political protestors. All of the right's favorite groups.	0
Underwater cameras are sexy 😍 #cameraporn https://t.co/zx2t0udcHk	0
Accurate representation of how the Cardinal women feel right now #MeanwhileInCanada https://t.co/N58BIzONgw	0
Lake Rd needs a flyover /a public transport system /a miracle! @AklCouncil @LocalAuckland #WorseThanEver #Devonport #letsfixit #Liveablecity	0
I guess Trump has a problem with all immigrants except those from Europe or Eastern Europe #asshole #RNCinCLE	1
@Moo57556470 @JeffFlake @Corollagirl196 @realDonaldTrump Turtle won't allow vote on SCOTUS, Squishy won't rescind endorsement. No spines.	0
"things i've said to my manager in the past 2 days: ""sorry i was sleeping"" ""no i just woke up"" ""one sec, i fell asleep again"" #werkfromhome"	0
@JohnFea1 @wordpressdotcom  Widely avail. evidence that her plans wd ↘️ abortions. White evangelicals' plan-criminalization-↗️ abortions	0
How can we stand with #refugees? Share your ideas in the #WithRefugees chat TODAY at 11amET! https://t.co/TScv4zVT4K	1
.@HillaryClinton is the only one can prevent @realDonaldTrump from destroying our nation. GET TO THE POLLS AND VOTE… https://t.co/CyVo9pwvUG	0
Today,WCARP Nepal and Youth 4 Global goals jointly organized 'CARP FOR GLOBAL GOALS ' program at National... https://t.co/FXbjPV1SF7	0
@meagsmurrray I would for real love that. I work Friday and Saturday but I am free Sunday!	0
We need to hold hands and work together as a team wll. I believe we can restore and build our nation #somali #hope  https://t.co/qyIWOKNv3R	0
"""I wish I'd had more guidance about those dotted gray lines between internalized shame &amp; internalized dominance."" - Dolan, #lgbtqa16UNL"	0
@swdani01 @Nordstrom @IvankaTrump @nordstromrack as a loyal Nordstrom shopper, I was v relieved to hear I wouldn't have to stop being one	0
@maeve_mcdermott @emwhitenoise @allenvwin @cjmeindl @annie_ebee in agreement with Maeve here bb!!	0
"Possibly the best act of remembrance I've ever seen.
#WeAreHere - we’re here because we’re here https://t.co/pqSbZFRXFA"	0
Wow. What a great story! https://t.co/8Xh69LxI1G	0
"Ashwin shines # gets MoM for his all-round show as India took over #WI in the first test, defeating them by An Innings &amp; 92 runs..
#IndvsWI"	0
Of all US policy missteps, the most catastrophic was mass incarceration. Has devastating consequences for families. https://t.co/KCsVAbn3ZB	0
This is a direct result of immigration! Kidnappers with covered faces 'branded' California mom, officials say - CNN https://t.co/CKPLF8L2Bh	1
The Conundrum of Hegemony https://t.co/vbFvD5Dpud https://t.co/MvqeNIHpoO	0
Don't think it's really Christmas if Harry Potter isn't on ⚡️	0
Happy Inauguration @realDonaldTrump &amp; @mike_pence. What are your plans to ensure an end to extreme poverty by 2030? #GlobalCitizen	0
Over a cliff? JPMorgan doesn't think the stock sell-off is over just yet: If one of Wall Street's most accura... https://t.co/tHBm5zkR6f	0
"#RejectedNamesForHurricanes ""A hurricane"", apparently."	0
@washingtonpost - This is the moment the world heeds the call to build a bridge #bridgesnotwalls  https://t.co/08TeOlUFgs	1
Good for them! Who are their congress reps? And where? Which gerrymandered district? #impeachtrump #muslimban https://t.co/w82lH9smma	1
"On ""Crazy Jack"" of Ali. Wanted to intro China online in '95. Crazier than @GGVCapital's ""Go Global or Go Home"" now.  https://t.co/zKPRrpjqic"	0
Figures I would make the ugliest person possible with an awful name just to make this silly kids game more entertai… https://t.co/9nzjibIaNs	0
LIVE on #Periscope: been a long time, periscope.  are you going to make it weird?  https://t.co/LriwoktQXQ	0
@ananavarro, @realDonaldTrump is committing treason on @twitter #tweason	0
Well, some in #GOP #Cleveland tried to build different sort of wall, against  @realDonaldTrump that is. Good idea. https://t.co/kTXbWNzwYx	1
I wake up from naps cranky with a dry mouth and a craving for a cookout tray	0
"@AndraDayMusic your song "" The light that never fails"" gives me goosebumps and make me want to get in studio and just DANCE to it 🙌🏾💫"	0
@officialheart Almost a year to the day we came to Washington for your #July4th show at the RFK! Now you're here 🇬🇧 https://t.co/1bdrLkW3IS	0
"Now we know why Trump wont Exec Order the end of LGBTQ+ rights, he'll just let his SCOTUS kill them. 
#StolenSeat 
#NoBanNoWall 
#resist
#fb"	0
@realDonaldTrump Yes.Poor Ivanka.But not a❤ 4parents who've been here since THEY wer childrn being deportd away frm thr childrn as we speak	1
Read this excellent article by my colleague @BritteTiem on #uk exit from #EU &amp; #refugees #MigrantCrisis https://t.co/ZnI4C5ZuiX	1
@realDonaldTrump  OMG! I just figured out your plan! So the media, that you hate, isn't shining you in the best light. Cause your an idiot.	0
#tbt to my favorites - my big sister skyeperryman and the light of my whole life. I am… https://t.co/V2McNT4xqt	0
@MSNBC @ABC @WashPostDC #DonaldTrump Shouldn't the media stand with the Wash Post and boycott all DJ Trump news after the ban?	1
"all my protrump friends are saying ""it's my opinion,deal with it,"" but In the same post are demonizing any opposing opinion. #doublestandard"	0
We come from Da same hood &amp; Da hood stayed 💯. Fuk niggas Really B Hatin on Eachother &amp; Rather take a life than help Build 1. #lorscoota #rip	0
Takeaway from Moore's Where to Invade Next: culture &amp; concept of morality are important factors in policymaking &amp; effective implementation.	0
@JamesJWalsh well said. @MailOnline have no moral. https://t.co/6sPR7EHeH6	0
I do not understand all the @Trump_Regrets..it's not like this stuff is a surprise.he said he'd do this - did you not believe him? #trumpban	1
Packed house of educators! Lunch by Taliercios. #edcampjs #breakingbreadandbuildingconnections @EdcampJS @dalston411 @NatalieFranzi	0
.@realDonaldTrump, 7/10 Americans, including 57% of Republicans, support the #ParisAgreement #KeepParis #100days	0
Trump's practical guide to mass deportation... What will the OTHER side of the wall look like? #ThatMexicanThing  https://t.co/9l8W5CNd0d	1
@plragde Demanding that police be excluded crossed the line for me. BLM do not represent people of colour in Canada.	0
Honoring Michael Mihalos for his lifetime commitment to our community at the 89th St. Demetrios Gala https://t.co/yq8EMUsFEc	0
#TrumpTrudeau Come on Justin, we count on you today! Kindly stand your ground and don't waver! #Washington	0
@realDonaldTrump How about extreme vetting of your advisors and surrogates?#ShopliftingWelfareCheat  #Giuliani  #ManafortTrumpPutinstein	0
One more photo of the autumn beauty that is #Kananaskis #Alberta https://t.co/b6KB0uSi1q	0
@JeffRich82 I understand that not everybody is going to agree but I'm very upset at how trump treats women, black people, Mexicans, Muslims,	1
#socialmktg today I will begin #engaging #influencers &amp; #experts important to me. I will #Givetoget to grow my @klout score &amp; my followers	0
@c_herren speaking to NNHS. Powerful message at the beginning about the importance of speaking up. #WeAre203… https://t.co/UtWEIJJ9DG	0
@GeoJo22 what type of training do they use to respond to crisis? #EduColor	0
@NoFunPat agreed, but they should conform now that we have the playoffs bc if theyre relevant w/o conference its gonna cause headaches	0
You know we fucked up when Gorbachev is worried about something #TrumpBan #PutinPuppet  https://t.co/OMFzV0Y6nh	0
it is so sad that Trump doesn't even know what the Trojan horse was #Homerweeping #debatenight	0
G20 Business pre-meeting in Beijing https://t.co/ujRQZL5sFS	0
"SPIDER-MAN
ZODIAC
THE AVENGERS
MAGIC MIKE XXL
CREED
LA LA LAND
CAPTAIN AMERICA: THE FIRST AVENGER
SCREAM
EVERYBODY WANTS SOME!!
TOY STORY"	0
"Retweeted The Democrats (@TheDemocrats):

No one who defended Trump as he insulted veterans, Muslims, immigrants,... https://t.co/Jq53SpUE0W"	1
Organizations can learn a lot from the way the Army does things. #HR #diversity #inclusion #SPHR https://t.co/kwCTlJoudj	0
I give you... The new and improved Damon!!! #glassman #summer2016🌴… https://t.co/lsZetBRod8	0
Is Trump still speaking English?	0
American backed therrorist Ahead AL Sham continue to kill innocent women and children although Russia has asked USA to blacklist them	0
A snippet from my mind: https://t.co/ZciooPPwXu #death, #love, #poetry, #cemetery, #Tennessee, #rejection, #words https://t.co/x38b1CNFyx	0
Immigrants in Italy: rejuvenating the population, employing teachers, starting businesses. Terrible stuff. https://t.co/VbNc8J6Emv	1
"""To the #BernieorBust people, you're being ridiculous "" yes, Sarah. Slay bitch slay"	0
@marcusamaker website address when a business partnership doesn't work out made me audibly snort. #hesawesome #chs #charleston #GoodBiz2016	0
.@TaraSetmayer on #Periscope: Let's talk about #Hamilton , Pence &amp; Trump https://t.co/7KGI70X9ko	0
#Teachers! Check out https://t.co/YNswaLb7AZ for podcasts &amp; study guides on logic, rhetoric &amp; more. #edchat https://t.co/rvspwuIvHE	0
@derrickmauldin @Talk2Windstream can you just give us an update as to why there's a nationwide outage??	0
Calling #produceindustry up-and-comers! Discover our Rising Leading Program: https://t.co/VhGnwS08kN #PowerOfFresh https://t.co/Win2btcPX0	0
@lee_ardis @nytopinion I'm confused now. that's the problem. People with green cards and visas are detained, their phones taken away.	1
Erik Vermeulen on adding value &amp; connecting the company activities with the tech/innovations/sustainability trends https://t.co/uZ1yNSzHif	0
@realDonaldTrump No thank you. We as a community want nothing from you. Love conquers hate. Your hate is not welcome here!	0
@SamHarrisOrg on #MiloYiannopoulos and how identity politics relates to 'reality'. Spot on.  https://t.co/UuYNKLWNub	0
We MUST understand...FREEDOM is MAXIMUM BUT... ALSO HAS BOUNDARIES. Freedom doesn't mean...NO RESTRICTIONS. #IAMTOUCHED #GOTTACHANGE	0
#summerlovin #chocolate #icecream @ Gran-Val Scoop, LLC https://t.co/gGADDdToIh	0
I love this wall. https://t.co/rQV2cLAz3e	0
The Housing Finance Agency loan approval for 2016 was €260ml compared to €116ml in 2015. Finance was approved for 1… https://t.co/bcgMc9W5R3	0
